buyPrice,sellPrice,tradeDate,gainLoss
10.6881,10.8263,"""2022-09-19T07:00:00.000Z""",0.13819999999999943
9.965,10.0327,"""2022-09-20T07:00:00.000Z""",0.06770000000000032
9.544599999999999,9.9148,"""2022-09-21T07:00:00.000Z""",0.37020000000000053
12.2214,12.145,"""2022-09-22T07:00:00.000Z""",-0.07639999999999958
11.2525,11.3353,"""2022-09-23T07:00:00.000Z""",0.08280000000000065
10.3663,10.7255,"""2022-09-26T07:00:00.000Z""",0.3591999999999995
8.910699999999999,9.3021,"""2022-09-27T07:00:00.000Z""",0.39140000000000086
8.5439,8.6247,"""2022-09-28T07:00:00.000Z""",0.08079999999999998
13.190000000000001,12.672,"""2022-09-29T07:00:00.000Z""",-0.5180000000000007
11.5674,11.921299999999999,"""2022-09-30T07:00:00.000Z""",0.35389999999999944
